,Gene name,Log2(Fold Expression)  (ATXN2[Q127] vs. WT),Fold Expression (ATXN2[Q127] vs. WT)
3816,Pnrc1,-0.134979635,0.910682688
3817,Akirin2,-0.169707835,0.889022702
3818,1700003M02Rik,0.540340304,1.454315522
3819,Zfp292,-0.140402734,0.907265853
3820,Mob3b,-0.324708134,0.7984599029999999
3821,Gm12371,0.8949550390000001,1.8595519319999998
3822,Ddx58,0.356337488,1.280171848
3823,Tmem215,1.9849104880000001,3.958381021
3824,Nfx1,0.111827694,1.080596335
3825,Nol6,-0.224407241,0.855946636
3826,Ubap2,-0.28418704899999997,0.821204223
3827,Dcaf12,-0.138578191,0.908413977
3828,Dnaic1,0.529883742,1.4438128430000001
3829,Il11ra1,0.150574192,1.110011168
3830,Galt,0.291238844,1.223690612
3831,Ccl27a,0.44789028200000003,1.364044094
3832,Vcp,-0.118658684,0.921043574
3833,Fancg,0.280361146,1.214498868
3834,Fam214b,0.20007205,1.1487557240000001
3835,Unc13b,0.222640112,1.166866984
3836,Atp8b5,0.6771860120000001,1.599017815
3837,Rusc2,-0.320155054,0.8009837870000001
3838,Ccdc107,-0.174693123,0.885955952
3839,Tpm2,-0.22268547100000002,0.8569687659999999
3840,Creb3,0.158286467,1.11596089
3841,Tmem8b,-0.316898316,0.8027939690000001
3842,Clta,0.155655563,1.1139276740000001
3843,Rnf38,-0.297929913,0.8134187140000001
3844,Dcaf10,-0.169264793,0.8892957570000001
3845,Aldh1b1,0.711527169,1.637536619
3846,Igfbpl1,1.399037004,2.637254871
3847,Tmod1,0.14763040800000002,1.107748527
3848,Xpa,0.209474057,1.156266583
3849,Gabbr2,-0.827040255,0.563684478
3850,Col15a1,-0.34317395100000003,0.78830512
3851,Msantd3,0.241073564,1.18187181
3852,E130309F12Rik,0.439981103,1.356586558
3853,Grin3a,-0.22887952600000003,0.8532973509999999
3854,Slc44a1,-0.195646822,0.873181323
3855,Fsd1l,-0.237943828,0.8479529790000001
3856,Fktn,-0.134586453,0.910930913
3857,Zfp462,-0.24099437899999998,0.846161893
3858,Rad23b,0.111112244,1.080060587
3859,Epb4.1l4b,-0.39558917299999996,0.7601788690000001
3860,Ptpn3,-0.17640744100000003,0.884903817
3861,Gm20459,-0.292864829,0.816279522
3862,Akap2,-0.316328585,0.803111061
3863,Svep1,-0.574287593,0.6716178159999999
3864,AI314180,-0.182436287,0.8812136290000001
3865,Gm20503,0.245640844,1.185619305
3866,Gng10,0.250500023,1.1896193529999999
3867,E130308A19Rik,-0.227236405,0.8542697459999999
3868,Prpf4,0.125289187,1.0907263459999998
3869,Wdr31,0.4645015,1.37984049
3870,Pole3,0.20637710399999998,1.153787152
3871,Whrn,-0.522551358,0.6961396440000001
3872,Tnc,-1.008768797,0.496970184
3873,Pappa,0.9051657320000001,1.872759619
3874,Astn2,-0.610417545,0.655007102
3875,Cdk5rap2,-0.14548561,0.904075016
3876,Megf9,-0.33518466399999997,0.792682668
3877,Tmem261,0.155994937,1.114189741
3878,Ptprd,-0.183220059,0.880735023
3879,Mpdz,-0.24287554600000003,0.84505928
3880,Nfib,-0.280960649,0.823042794
3881,Zdhhc21,-0.202618882,0.868971712
3882,Frem1,-0.36637207899999996,0.775730763
3883,Snapc3,-0.171648845,0.88782741
3884,Sh3gl2,-0.273848832,0.82711003
3885,Adamtsl1,-0.34196227799999995,0.78896747
3886,Rraga,-0.22732590100000002,0.8542167540000001
3887,Rps6,0.45390436100000003,1.369742174
3888,Acer2,0.347925395,1.272729118
3889,Slc24a2,-0.189008147,0.877208595
3890,Mtap,0.20763261600000002,1.154791678
3891,Tusc1,0.420571029,1.3384572209999999
3892,Jun,0.487363189,1.401880319
3893,Cyp2j6,0.270880491,1.206543968
3894,Nfia,-0.45273724200000004,0.730655251
3895,Tm2d1,-0.157906681,0.896324675
3896,Atg4c,-0.16409044,0.892491021
3897,Pgm2,0.130910382,1.09498445
3898,Ror1,-0.45723265399999996,0.728382086
3899,Cachd1,-0.25850302,0.8359548790000001
3900,Raver2,-0.157193229,0.896768042
3901,Jak1,-0.157903031,0.8963269429999999
3902,E130102H24Rik,0.217861935,1.163008737
3903,Sgip1,-0.330451161,0.7952877420000001
3904,BB031773,-0.654015601,0.635508972
3905,Dab1,-0.415580481,0.749717778
3906,Prkaa2,-0.367968708,0.774872738
3907,Ppap2b,-0.143782094,0.9051431659999999
3908,Usp24,-0.27065894,0.828940847
3909,Dhcr24,-0.2260703,0.8549605159999999
3910,Lrp8,-0.524424195,0.6952365359999999
3911,Cpt2,0.323380709,1.251259228
3912,Echdc2,0.207375482,1.1545858759999998
3913,Selrc1,0.159218609,1.116682158
3914,Zcchc11,-0.199667409,0.870751278
3915,Gm17354,-0.229973122,0.852650777
3916,Zfyve9,-0.26640209600000003,0.831390348
3917,Rab3b,0.414695054,1.333016885
3918,Nrd1,-0.20115009,0.8698568529999999
3919,Gm12750,0.539445937,1.45341423
3920,Stil,-0.401246995,0.7572035109999999
3921,Cyp4x1,0.383805275,1.304778826
3922,Efcab14,-0.323017359,0.799396212
3923,Mob3c,0.345818609,1.270871892
3924,Mast2,-0.32028389,0.8009122609999999
3925,Gpbp1l1,0.11456860599999999,1.082651263
3926,C530005A16Rik,0.358997375,1.2825342690000001
3927,Akr1a1,0.16083140699999998,1.117931202
3928,Mmachc,0.157707438,1.115513086
3929,Zswim5,-0.278461993,0.824469487
3930,Ptch2,-0.493337363,0.710379885
3931,Dmap1,0.188588008,1.139647776
3932,Ipo13,-0.22264787600000002,0.856991099
3933,Hyi,0.36689159299999996,1.289571346
3934,Cdc20,-0.626533628,0.647730854
3935,Tie1,0.304035932,1.234593355
3936,Lepre1,0.23078081,1.173469878
3937,Ybx1,0.157588527,1.1154211459999999
3938,Ccdc30,0.285608739,1.218924475
3939,Scmh1,-0.287915438,0.8190847059999999
3940,Nfyc,0.180952117,1.1336317870000001
3941,Col9a2,0.287842721,1.220813415
3942,Ppt1,0.176571533,1.13019486
3943,Cap1,0.133045658,1.096606293
3944,Mfsd2a,0.367700249,1.2902943759999999
3945,Mycl,-0.36496794200000005,0.776486129
3946,Rragc,-0.156010404,0.897503578
3947,Sf3a3,0.12209307400000001,1.0883126509999999
3948,9930104L06Rik,0.178975388,1.1320795890000002
3949,Gnl2,0.17761792199999998,1.13101489
3950,Snip1,0.143521592,1.104598131
3951,Grik3,-0.462175369,0.725890898
3952,Mrps15,0.20065444699999999,1.149219555
3953,Oscp1,0.237325475,1.178805318
3954,Lsm10,0.419327289,1.337303841
3955,Sh3d21,0.44164210600000003,1.3581493219999998
3956,Map7d1,-0.245964378,0.843251931
3957,Ago3,-0.173342556,0.88678572
3958,Ago1,-0.331518054,0.794699833
3959,Clspn,0.6552627089999999,1.57490271
3960,Psmb2,0.130991474,1.095045999
3961,Zmym4,-0.09732370800000001,0.934765434
3962,Sfpq,-0.213459,0.862466903
3963,Gm12940,-0.305637121,0.809084831
3964,Smim12,0.21347071199999998,1.159474195
3965,Phc2,-0.406171024,0.754623522
3966,Zfp362,-0.38799724,0.764189722
3967,Trim62,-0.756878555,0.591775324
3968,Ak2,0.202571765,1.150747864
3969,Rnf19b,-0.9157911540000001,0.530053117
3970,C77080,-0.559866667,0.678364855
3971,Bsdc1,0.297194153,1.228752331
3972,Marcksl1,0.352637053,1.276892483
3973,Lck,1.226819038,2.340503688
3974,Tmem234,0.141350314,1.102936945
3975,Txlna,0.12275885800000001,1.0888150079999999
3976,Khdrbs1,-0.229315773,0.853039367
3977,Gm12966,0.354807556,1.278814986
3978,Col16a1,0.540705144,1.454683348
3979,Fabp3,0.20443283,1.152233278
3980,Zcchc17,0.178021669,1.131331455
3981,Nkain1,0.331225365,1.258081483
3982,Pum1,-0.137828931,0.908885882
3983,Ptpru,-0.258226007,0.836115407
3984,Snora44,-0.605080962,0.657434485
3985,Dnajc8,0.27028501,1.2060460640000001
3986,Ppp1r8,0.171900496,1.126541527
3987,Fam76a,0.244094416,1.1843491179999999
3988,Ahdc1,-0.353474975,0.7826965690000001
3989,Tmem222,0.128291056,1.092998223
3990,Slc9a1,-0.365471661,0.776215065
3991,Zdhhc18,-0.28555125,0.820428066
3992,Arid1a,-0.603403211,0.658199479
3993,Sh3bgrl3,0.294390082,1.226366406
3994,Stmn1,0.325970083,1.253507027
3995,Sepn1,-0.263106257,0.833291832
3996,Man1c1,-0.330424726,0.7953023140000001
3997,Tmem50a,0.197049141,1.146351232
3998,Syf2,0.136196092,1.099003584
3999,Fuca1,0.207762063,1.154895297
4000,Tceb3,0.128309026,1.093011838
4001,Id3,0.360895753,1.28422301
4002,Asap3,0.23638479399999998,1.178036952
4003,Zfp46,0.145830274,1.106367186
4004,Hnrnpr,0.17098861899999998,1.125829705
4005,Luzp1,-0.21495246899999998,0.861574545
4006,C1qc,0.476514786,1.391378359
4007,C1qa,0.528369904,1.442298626
4008,Epha8,-0.3249017,0.798352781
4009,Zbtb40,-0.351632923,0.7836965640000001
4010,Alpl,0.38472208399999996,1.305608255
4011,Ece1,-0.381007195,0.767901305
4012,Eif4g3,-0.46049621700000004,0.7267362540000001
4013,Hp1bp3,0.12472114,1.090296967
4014,Ddost,0.15476881,1.1132432079999999
4015,Emc1,-0.162536651,0.893452756
4016,Ubr4,-0.498940796,0.707626119
4017,Szrd1,0.140609264,1.10237056
4018,Fbxo42,-0.263826102,0.8328761570000001
4019,Spen,-0.44633719299999997,0.733903767
4020,Plekhm2,-0.158637181,0.8958709420000001
4021,Dnajc16,-0.252865553,0.839227842
4022,Casp9,-0.187296763,0.878249793
4023,Prdm2,-0.21425403699999998,0.861991748
4024,Pdpn,0.2857849,1.219073322
4025,Mfn2,-0.259178281,0.835563698
4026,Clcn6,-0.22981454399999998,0.8527445029999999
4027,Fbxo44,0.385517836,1.306328592
4028,Fbxo2,0.282539457,1.216334014
4029,Ptchd2,-0.240063503,0.846708042
4030,Mtor,-0.33669373399999997,0.7918539490000001
4031,Casz1,-0.431875825,0.7412973070000001
4032,Kif1b,-0.270026594,0.829304258
4033,Ube4b,-0.271336555,0.828551595
4034,Lzic,-0.160081699,0.894974387
4035,Ctnnbip1,0.144056588,1.105007827
4036,H6pd,-0.277602583,0.824960768
4037,Slc2a5,1.244549632,2.369445754
4038,Rere,-0.40262961399999997,0.7564781859999999
4039,Camta1,-0.18078713100000002,0.882221527
4040,Dnajc11,0.188831732,1.13984032
4041,Zbtb48,0.313928604,1.24308815
4042,Icmt,-0.895093441,0.537712367
4043,Rnf207,0.878048539,1.837887601
4044,Ajap1,-0.390489995,0.76287046
4045,Cep104,-0.46220964200000003,0.725873654
4046,Smim1,0.29789257,1.2293473209999999
4047,Megf6,0.511208653,1.425243729
4048,Gm13112,1.061052918,2.086453717
4049,Pex10,0.161784738,1.118670174
4050,Ski,-0.298038512,0.813357485
4051,Gnb1,-0.18213416600000001,0.881398187
4052,Pusl1,0.298064858,1.229494139
4053,Gad1-ps,-0.504469037,0.704919765
4054,St6galnac2,0.49184864799999994,1.406245664
4055,Aass,-0.5017687679999999,0.706240388
4056,Gm10010,-0.436984628,0.738676902
4057,Tph1,-2.000585079,0.24989863399999998
4058,Fes,0.468996257,1.384146125
4059,Ifitm3,0.440245658,1.356835346
4060,Car7,-0.851038814,0.554385407
4061,Exoc3l,0.351272404,1.275685239
4062,Elmo3,0.348608643,1.273332014
4063,Kcng4,-0.614815414,0.653013438
4064,Gm26461,-0.6882144809999999,0.6206214729999999
4065,Gm2897,-1.058517337,0.480125233
4066,Hspa1b,-0.7602474090000001,0.590395075
4067,Hspa1l,1.200846314,2.298744805
4068,Abi3bp,-0.641675532,0.640968102
4069,Tmem63a,-0.24494169699999999,0.843849898
4070,Ucma,0.357085496,1.280835763
4071,Mir1902,-0.651349843,0.636684328
4072,Fbln7,-1.192353487,0.43758843399999997
4073,Nexn,-0.602374136,0.65866914
4074,Myom3,0.748556495,1.680110935
4075,Mmp19,0.592630029,1.50799331
4076,Gm6733,-0.609209955,0.655555597
4077,Ccl6,1.0304040909999999,2.0425962909999997
4078,Gm11613,0.365589768,1.288408218
4079,A830036E02Rik,1.51438117,2.8567626369999997
4080,A530084C06Rik,-0.9285821320000001,0.5253744220000001
4081,Gm15513,-0.41769701200000003,0.7486186979999999
4082,Hvcn1,0.664879084,1.585435388
4083,Pon1,1.891962051,3.71139628
4084,Eva1a,0.35543808299999996,1.2793740120000001
4085,B4galnt3,-1.690967083,0.30971924100000003
4086,Apobec1,0.635600507,1.553584279
4087,Gm7308,-0.684807837,0.622088682
4088,Tgfb1,-0.628356516,0.646912943
4089,Eps8l2,-0.516650677,0.6989927140000001
4090,Abcc12,-0.312985271,0.8049743559999999
4091,Fam92b,-0.468463302,0.722734014
4092,Icam1,0.44460997,1.3609461369999998
4093,Zglp1,-0.848254263,0.555456461
4094,Parp3,0.284174651,1.217713425
4095,Gm15941,-0.561828792,0.6774428779999999
4096,BC048502,-1.929638386,0.262494958
4097,Chrm1,1.026157856,2.036593226
4098,Kcnv2,-1.710112333,0.305636271
4099,Ifit1,0.601149201,1.516924415
4100,5430435G22Rik,0.421640366,1.339449664
4101,Mir29c,-0.302793294,0.8106812640000001
4102,Gm26315,-0.576732814,0.670480457
4103,Gm13991,0.541458368,1.455443029
4104,Gm14048,-0.912924588,0.531107354
4105,Rorc,-0.263640285,0.832983438
4106,Fmo5,-0.331039578,0.794963442
4107,Casq2,-0.59422797,0.66239883
4108,Gm11799,-1.1570745709999999,0.44842090100000004
4109,Trabd2b,-2.328521013,0.199088113
4110,Gstt3,0.39983812,1.319359861
4111,D930020B18Rik,-0.7763993140000001,0.5838220829999999
4112,Gm12198,-0.607740879,0.65622348
4113,2010001A14Rik,0.45952156200000005,1.375085726
4114,Tnfrsf13b,0.763707936,1.69784874
4115,Abhd15,-0.7021568420000001,0.614652608
4116,Ccl3,1.510863066,2.849804725
4117,BC030867,1.412312627,2.661634786
4118,2410004I01Rik,1.3800305130000001,2.602738758
4119,Pitx1,2.0379729269999998,4.106681118
4120,Cpz,1.186325908,2.2757244880000003
4121,Fam47e,1.016321898,2.022755433
4122,Gm15860,0.504819632,1.418945946
4123,Clec7a,1.351655364,2.552047823
4124,E130208F15Rik,0.9352535609999999,1.9122266890000001
4125,Siglec5,0.8931134340000001,1.8571797230000002
4126,Mgmt,-0.551447153,0.6823353409999999
4127,Gm16201,-0.35631111299999996,0.7811594070000001
4128,Lrrc36,0.71375525,1.640067565
4129,Spata33,0.67028743,1.591389991
4130,C330006D17Rik,-0.7433342340000001,0.597357195
4131,Timp1,1.01842618,2.025707931
4132,Ankrd33b,-0.736011863,0.600396777
4133,Odf3b,0.39314457799999997,1.313252725
4134,Gm17705,0.539319456,1.453286815
4135,Gnmt,0.34670299299999996,1.271651185
4136,Kcnk12,-0.541280627,0.6871606709999999
4137,Cyp27a1,-0.48381027600000004,0.7150865259999999
4138,Neu2,0.935018063,1.911914572
4139,Irf6,0.646876514,1.565774566
4140,Ifit3,0.344348699,1.269577705
4141,Col17a1,0.7434368729999999,1.6741593730000002
4142,Cd74,0.559539676,1.473798894
4143,1810010K12Rik,0.620142639,1.537027139
4144,Gbgt1,0.5519904489999999,1.466107052
4145,Gm13650,-0.70325458,0.6141850999999999
4146,Fgf7,-1.42200613,0.37319301
4147,Procr,-0.6744105220000001,0.6265881879999999
4148,Arhgap40,2.03612566,4.101426174
4149,Adh1,1.011833668,2.0164724119999997
4150,Mcoln3,2.634602785,6.210040964
4151,Podn,0.8471517559999999,1.7989458440000001
4152,Cd52,0.8880624770000001,1.850689
4153,Arhgef19,-0.62116766,0.650144514
4154,Trp73,-0.394508332,0.7607485940000001
4155,Mmp23,0.446086854,1.362340048
4156,Gm5931,0.866488516,1.8232198240000002
4157,Gm14857,-1.228628278,0.42672298399999997
4158,Mir3113,-0.781698585,0.581681536
4159,Cxcl16,0.6601281170000001,1.580222947
4160,Atoh7,0.508102,1.4221779559999999
4161,Iltifb,-1.649453878,0.318760799
4162,Il23a,0.6863110659999999,1.609163664
4163,P2rx5,0.715273917,1.641794907
4164,BC030499,0.50795716,1.422035184
4165,Sebox,0.335715085,1.262002777
4166,A730090H04Rik,-0.75519526,0.5924661929999999
4167,Cpsf4l,-1.122242808,0.459379121
4168,BC048943,-0.866580129,0.548445387
4169,Gm5083,-1.079296231,0.47325963
4170,Slc9a3,-1.228432059,0.426781025
4171,Sowahb,-0.7430043820000001,0.597493788
4172,Gm15721,-0.606847405,0.6566300110000001
4173,Rnf133,-0.611121893,0.654687395
4174,Clec5a,0.5619198679999999,1.476232409
4175,Ppp1r17,-0.6639853720000001,0.631132415
4176,Egr4,-0.8526993390000001,0.553747682
4177,Alms1-ps2,-0.5086586479999999,0.7028756359999999
4178,Wdr93,0.6796435120000001,1.6017439169999999
4179,Scnn1g,0.327327698,1.2546871659999999
4180,Slc5a11,-0.410110146,0.752565915
4181,D7Ertd443e,0.33358398100000003,1.260139962
4182,Pkp3,-0.81225419,0.56949134
4183,1810033B17Rik,0.620161474,1.537047206
4184,Gm10649,-0.43804085299999995,0.7381363009999999
4185,Epor,-1.272380352,0.41397617600000003
4186,Amica1,-0.553547502,0.6813426859999999
4187,Fbxl22,-0.696583629,0.617031639
4188,Mir374,-0.702601612,0.614463146
4189,Smpx,-0.253789186,0.8386907290000001
4190,Gm24041,-0.465845615,0.7240465640000001
4191,Aqp6,-0.809452176,0.570598486
4192,Mustn1,0.5114065999999999,1.425439295
4193,Colq,-0.724089682,0.605378909
4194,Defb42,1.2006995679999999,2.298510996
4195,Gm10837,-0.621989489,0.649774265
4196,Cd70,-0.560908735,0.677875045
4197,2410124H12Rik,-2.040980101,0.24299859899999998
4198,Mlph,-1.480328083,0.358407297
4199,Atf3,0.910943389,1.880274622
4200,Mir29b-2,-0.568158686,0.674477075
4201,Opalin,0.398603559,1.318231325
4202,Alpk2,-0.557417214,0.679517582
4203,Gm13199,-0.585794389,0.666282363
4204,Clic3,1.090626955,2.129665657
4205,Gm14033,-1.285702586,0.410171004
4206,Itgb6,-1.922978401,0.263709527
4207,Gm13944,-2.616612911,0.163050084
4208,A730036I17Rik,-0.648827732,0.637798349
4209,Gm25981,-1.096557379,0.467631047
4210,Mgarp,-0.833767354,0.561062209
4211,Vmn2r2,-0.523034155,0.69590672
4212,Tdo2,-0.797482193,0.575352413
4213,Sycp1,-0.646415234,0.638865778
4214,Bcl2l15,0.219435766,1.164278152
4215,Car9,-0.41359964,0.7507478590000001
4216,Cdkn2b,0.835393369,1.7843434969999998
4217,1700047F07Rik,-1.952037692,0.25845093199999997
4218,Tmem125,0.250998169,1.190030186
4219,Tmem200b,-1.239197135,0.42360833
4220,Cnksr1,0.7648169990000001,1.699154453
4221,Hes3,-0.365986288,0.7759382290000001
4222,Gm11964,0.668210506,1.589100652
4223,A230004M16Rik,-0.9266731140000001,0.526070073
4224,Zfp750,0.5374919770000001,1.451447085
4225,0610009B14Rik,-2.161052227,0.22359313100000003
4226,Fut2,-0.564343214,0.676263215
4227,Nlrp10,-1.78137207,0.290906599
4228,Adprhl1,-0.939802527,0.52130423
4229,Gm17116,-0.523793221,0.69554067
4230,Gm15830,-0.6975741390000001,0.6166081489999999
4231,Gm11749,-0.8482937220000001,0.555441269
4232,5930422O12Rik,-0.589443505,0.664599216
4233,Gm26493,-0.842912674,0.557516855
4234,Mmp20,-1.813229442,0.284553249
4235,Actbl2,-0.780563056,0.582139551
4236,Gm15057,-1.451970577,0.365521817
4237,Liph,-0.842813551,0.557555161
4238,Gm684,0.558266342,1.472498681
4239,Ibsp,2.6306273940000002,6.192952556
4240,Itgax,2.003969669,4.011021417
4241,Otos,2.408965111,5.310932196
4242,Slc4a11,-1.2080727820000001,0.432846446
4243,H2-Eb1,0.799984038,1.7410818630000002
4244,Ptgs2,0.635379851,1.5533466809999998
4245,Lrrc69,-0.698752642,0.616104662
4246,Pdzk1ip1,1.191189408,2.2834091780000003
4247,Plb1,0.9383803009999999,1.916375535
4248,Fam227b,0.7141779659999999,1.6405481830000002
4249,Espn,-0.9381219740000001,0.521911836
4250,Mmp12,3.933879375,15.28324909
4251,Zfp831,1.4375741480000002,2.708650303
4252,Gm12207,1.059057355,2.08356969
4253,Btn2a2,1.009884834,2.013750342
4254,Cst7,3.175256014,9.033318106
4255,Wisp2,1.0612635609999999,2.086758375
4256,1700001C02Rik,0.993431926,1.990915411
4257,Colec10,4.773029327,27.34166751
4258,Gm17075,-0.7329362629999999,0.6016780939999999
4259,Gm12098,1.175574541,2.25882819
4260,Cd48,0.697500408,1.621692636
4261,Gm12701,-1.164533615,0.446108451
4262,Gm13525,-0.687266707,0.621029322
4263,Sh2d6,1.372630715,2.589423102
4264,Tmprss2,-1.5146923069999998,0.349971099
4265,Gm19840,-0.924445152,0.526883114
4266,1600029D21Rik,-1.7456622119999998,0.298197029
4267,Gm16796,0.997431636,1.996442659
4268,Mir705,-0.7479686740000001,0.595441354
4269,Gm11906,-1.8439983130000002,0.278548738
4270,Gm15552,-2.342384338,0.19718417300000002
4271,Gm15083,-2.676506281,0.156419656
4272,Otoa,-1.100072742,0.466492974
4273,Mroh2a,-1.577009678,0.335175899
4274,Snord98,-0.96349889,0.512811709
4275,Psapl1,-2.909109116,0.133128456
4276,1700067K01Rik,-1.097062945,0.467467203
4277,Gm24197,-1.029188871,0.489985557
4278,Impg1,-2.5517621040000003,0.17054660000000002
4279,Gm15382,-0.855997682,0.55248313
4280,Gm25489,-1.527043462,0.346987726
4281,Afp,-1.413050532,0.375516829
4282,Cd47,-0.573,0.672
4283,Cdc73,-0.469,0.722
4284,Cux2,-0.321,0.801
4285,Fam220a,-0.203,0.869
4286,Hspa14,-0.183,0.881
4287,Mdga2,-0.333,0.794
4288,Rassf8,-0.226,0.855
4289,Srcap,-0.479,0.718
4290,Vps13d,-0.206,0.867
4291,Zbtb20,-0.409,0.753
4292,Zfp319,-0.368,0.775
