Gene name,Log2(Fold expression) (Atxn1-154Q vs. WT)_Lim,Fold Expression (Atxn1-154Q vs. WT)_Lim,Log2(Fold expression) (Atxn1-154Q vs. WT)_Orr,Fold Expression (Atxn1-154Q vs. WT)_Orr
Dtx1,,,-0.239353368,0.847124918
Dym,,,-0.360407606,0.7789444729999999
Dyrk3,,,-0.39939794100000003,0.758174615
Ebf4,,,0.52880857,1.442737239
Ehd2,,,-0.397189705,0.7593359909999999
En2,,,-0.22202889,0.8573588679999999
Eny2,,,0.25172914399999996,1.190633295
Epha2,,,-0.540450099,0.687556368
Epha5,,,0.483241706,1.39788115
Eps8l2,,,-0.607130319,0.6565012579999999
Espn,,,-0.646939674,0.638633584
Faap100,,,-0.469875019,0.722027144
Fam131a,,,-0.4074508,0.753954413
Fam163b,,,1.265544338,2.404179039
Fam171a2,,,-0.290445998,0.81764925
Fam174b,,,-0.655749703,0.634745557
Fam19a3,,,-0.659482993,0.633105137
Fam20c,,,-0.379715874,0.768588943
Fam220a,,,-0.32643606199999997,0.7975041540000001
Fam221a,,,0.595367105,1.5108569859999998
Fam76b,,,0.250555134,1.189664797
Fancg,,,0.378367477,1.299870118
Far2,,,-0.582591767,0.667763079
Fgf11,,,-0.70413878,0.613808794
Fjx1,,,-0.40837339899999997,0.7534724159999999
Fnbp1l,,,0.39817734,1.317841934
Foxp4,,,-0.484310855,0.7148384520000001
Fundc2,,,0.187574908,1.138847765
Fut2,,,-0.534905472,0.690203899
Gabra2,,,-0.329464657,0.79583174
Gad1,,,-0.236920787,0.8485544909999999
Garem2,,,-0.302784673,0.810686108
Gck,,,0.670330159,1.591437125
Gcnt4,,,0.703364068,1.6282972230000001
Gdf10,,,-0.679265065,0.6244833160000001
Gdf11,,,-0.605597293,0.657199235
Gdpd3,,,-0.54306386,0.6863118359999999
Gdpd5,,,-0.359952421,0.779190277
Gldc,,,-0.40391062200000005,0.755806787
Gli1,,,-0.47228138399999997,0.720823832
Glra2,,,0.704505431,1.629585932
Gm11637,,,-0.484155348,0.7149155079999999
Gm12198,,,-0.732683579,0.601783485
Gm12532,,,-0.614978011,0.652939845
Gm12576,,,0.6454826579999999,1.564262527
Gm12992,,,-0.587373577,0.665553443
Gm13944,,,-1.243333084,0.42239566
Gm15083,,,-2.202160841,0.21731191100000002
Gm15577,,,-0.48551231200000006,0.714243392
Gm15721,,,-0.568889251,0.6741356140000001
Gm19410,,,0.8250484640000001,1.77159455
Gm20387,,,-0.422155376,0.7463088109999999
Gm20628,,,0.583324822,1.498298238
Gm2136,,,0.67382594,1.5952979969999999
Gm26614,,,0.744506982,1.675401629
Gm26797,,,0.8304470890000001,1.77823635
Gm26857,,,-0.522015574,0.696398223
Gm28523,,,0.52969122,1.443620184
Gm28703,,,0.579436738,1.4942657380000002
Gm32444,,,0.729201068,1.657720829
Gm3455,,,-0.770732153,0.586119949
Gm37090,,,0.258583957,1.196303924
Gm37460,,,0.607503773,1.5236206780000001
Gm37773,,,0.756597958,1.6895018819999998
Gm37928,,,0.917245007,1.888505528
Gm42742,,,-0.45745797,0.728268338
Gm42772,,,-0.771731147,0.585714231
Gm42858,,,-0.732433599,0.601887767
Gm43398,,,-1.121545602,0.459601177
Gm43477,,,-0.502450019,0.705906975
Gm44280,,,-0.7795279409999999,0.5825573789999999
Gm45381,,,0.612670985,1.529087521
Gm45620,,,-1.07511595,0.474632913
Gm6277,,,-0.464677876,0.724632855
Gm996,,,-0.42917860799999996,0.742684509
Gnao1,,,-0.337411458,0.7914601090000001
Gnb4,,,-0.28659109,0.819836945
Gp1bb,,,-0.7183076829999999,0.6078100000000001
Gpr155,,,0.298588401,1.229940394
Gpr179,,,0.8545705859999999,1.808220463
Gpr37l1,,,-0.373432408,0.7719437290000001
Gprasp1,,,0.39809050700000004,1.317762619
Gprasp2,,,0.488002435,1.402501617
Gprc5b,,,-0.39560351899999996,0.76017131
Gprc5c,,,-0.429672625,0.742430238
Gprin1,,,-0.216448988,0.86068129
Grb7,,,-0.413966355,0.750557052
Grik1,,,-0.5826557529999999,0.6677334629999999
Grik4,,,-0.39240598299999996,0.7618579940000001
Grk5,,,-0.601782377,0.658939366
Guf1,,,0.309244157,1.239058374
H19,,,-0.6397930789999999,0.641804994
Hacl1,,,-0.35558490200000004,0.781552719
Hbegf,,,-0.294685825,0.81524985
Hccs,,,0.20745928600000002,1.154652946
Hdc,,,-0.60506814,0.657440328
Hes3,,,-0.377496254,0.769772344
Hnf1b,,,0.6085683789999999,1.524745416
Hook2,,,0.358870343,1.282421345
Hopx,,,-0.43478101700000005,0.73980604
Hopxos,,,-0.585524528,0.666407005
Hpn,,,-0.41377718399999996,0.7506554740000001
Hpx,,,-0.637205033,0.642957359
Hr,,,-0.40315544200000003,0.7562025179999999
Hsd3b7,,,-0.721209367,0.606588744
Htr1b,,,-0.541426001,0.687091432
Htra3,,,-0.32911499899999996,0.7960246440000001
Hunk,,,-0.34538965899999996,0.78709536
Ica1l,,,0.296530108,1.22818689
Id2,,,-0.558641598,0.678941135
Ier3,,,-0.459040268,0.727470037
Igsf21,,,-0.280261775,0.823441592
Iltifb,,,-0.595563185,0.661786063
Inhbb,,,-0.461145619,0.726409201
Inpp4a,,,-0.33012904,0.7954653309999999
Inpp5j,,,-0.39241436399999996,0.7618535679999999
Irf2bpl,,,-0.34915651,0.785042949
Itga7,,,-0.303547145,0.81025777
Itgav,,,0.27250302,1.2079016740000001
Itgb5,,,-0.377797744,0.769611497
Itgb7,,,-0.763425386,0.58909598
Itpr1,,,-0.544513638,0.685622501
Jup,,,-0.333620791,0.7935423970000001
Kcnab1,,,-0.288010403,0.8190307920000001
Kcnc3,,,-0.604790964,0.65756665
Kcnh3,,,-0.812076624,0.5695614370000001
Kcnj11,,,-0.305956417,0.808905785
Kcnj9,,,-0.369262644,0.774178075
Kcnv2,,,-0.847846324,0.555613545
Kctd1,,,-0.304018335,0.80999318
Kitl,,,-0.43097124700000006,0.74176225
Klc2,,,-0.287544215,0.819295494
Large1,,,-0.365181441,0.776371228
Lcat,,,-0.48148003899999997,0.716242465
Ldlrap1,,,-0.619355569,0.650961638
Lfng,,,-0.31298786100000003,0.8049729109999999
Lgi4,,,-0.666931993,0.629844679
Lhx5,,,-0.792648248,0.577283442
Lingo3,,,-0.500653271,0.706786667
Liph,,,-0.581584813,0.6682293189999999
Lmcd1,,,-0.6766043690000001,0.625636085
Lrch2,,,0.327551997,1.25488225
Lrig1,,,-0.401186681,0.757235167
Lrrc2,,,-0.451694164,0.7311837109999999
Lrrc4b,,,-0.213355615,0.862528711
Lrrc4c,,,0.42330144,1.340992752
Lrrfip1,,,-0.288925062,0.818511696
Lrrn2,,,-0.470097554,0.721915781
Lrrtm1,,,0.48803891899999996,1.402537086
Ly6g6e,,,-1.048517552,0.483464696
Lyg2,,,-0.727708068,0.603862476
Lypla1,,,0.23421524300000002,1.17626673
Mamstr,,,-0.625882058,0.6480234570000001
Man1c1,,,-0.43887722100000004,0.737708508
Map3k14,,,-0.40073551700000004,0.7574720090000001
Map7d1,,,-0.209514709,0.864828092
Mapkapk3,,,-0.40236131399999997,0.756618882
Maz,,,-0.294914059,0.8151208879999999
Meg3,,,0.574147664,1.48879763
Mesdc1,,,-0.613414358,0.653647912
Mfhas1,,,-0.27214111399999996,0.82808966
Mfsd12,,,-0.359348216,0.7795166720000001
Mfsd4b4,,,0.295755648,1.227527758
Mid1ip1,,,-0.273985351,0.827031766
Mir124-2hg,,,0.425384615,1.342930474
Mirt1,,,-0.9882378540000001,0.5040931120000001
Mknk2,,,-0.239263577,0.8471776440000001
Mlst8,,,-0.201288527,0.8697733879999999
Mpp6,,,-0.400798305,0.7574390440000001
Mpzl3,,,-0.416094415,0.749450753
Mrgprf,,,-0.604965685,0.657487019
Mthfd2l,,,0.411972214,1.330503415
Mtss1,,,-0.505089625,0.704616603
Muc3a,,,-1.75517618,0.29623701399999997
Mvp,,,-0.454054746,0.729988304
Myh14,,,-0.305713235,0.8090421459999999
Myo10,,,-0.48631958399999997,0.7138438429999999
Myo15,,,-0.5777474770000001,0.670009066
Nab1,,,-0.323586599,0.799080859
Nap1l3,,,0.358604873,1.282185388
Nat8f3,,,-0.44077198,0.7367402759999999
Ndp,,,-0.31579532,0.8034079709999999
Necab3,,,-0.579201654,0.669334065
Nek2,,,-0.537393252,0.689014738
Nemp2,,,0.300135752,1.231260265
Neu2,,,-0.63869015,0.642295837
Neurl1a,,,-0.328565786,0.796327737
Neurod2,,,-0.348034543,0.785653705
Nexn,,,-0.47873270100000004,0.717607711
Nkx2-2,,,-0.356230316,0.781203157
Nlrc3,,,-0.550736333,0.682671612
Nmur1,,,-0.837661902,0.5595496670000001
Nomo1,,,-0.35121442700000005,0.7839239309999999
Nova1,,,0.305418468,1.235777034
Nptx1,,,-0.46407847399999996,0.724933983
Nptxr,,,-0.46351457100000004,0.725217392
Nr0b2,,,-0.850863658,0.554452718
Nr2f6,,,-0.510326366,0.7020635999999999
Nrbp2,,,0.177503861,1.130925474
Nrep,,,-0.35343135299999995,0.782720235
Nrg3,,,0.513422783,1.427432755
Nuf2,,,-0.587125949,0.665667691
Oas1b,,,0.604808305,1.52077667
Onecut2,,,0.9718016970000001,1.961288404
Opn3,,,-0.630601736,0.645906957
Parp12,,,0.510745031,1.424785788
Parp8,,,0.325764724,1.25332861
Patj,,,-0.35382048299999996,0.782509145
Pcbp4,,,-0.33167004899999997,0.794616112
Pcdhb13,,,0.48038131100000003,1.395112352
Pcsk6,,,-0.623927809,0.6489018529999999
Pcyox1l,,,-0.323828773,0.798946734
Pde5a,,,-0.695448919,0.617517138
Pdk2,,,-0.251658037,0.8399305579999999
Pdss1,,,0.26631067399999997,1.20272822
Pgbd5,,,-0.340538464,0.7897464959999999
Phactr1,,,0.323477742,1.251343389
Phka1,,,-0.196941528,0.872398063
Phpt1,,,-0.428281268,0.743146594
Phyhip,,,-0.383962407,0.766329948
Pigs,,,-0.423039127,0.745851785
Pik3cd,,,0.5084080879999999,1.4224797230000001
Pip5kl1,,,0.578321632,1.4931112180000001
Pkp3,,,-0.684024196,0.622426679
Plekhf1,,,-0.41383263299999995,0.750626624
Plekhg4,,,-0.679896863,0.6242098970000001
Plekhh3,,,-0.321469391,0.8002544
Plekho2,,,-0.43557781700000003,0.739397557
Plk5,,,-1.049140888,0.48325585299999996
Plpp3,,,-0.334648221,0.792977468
Plpp6,,,-0.541212403,0.687193167
Plppr1,,,1.012367094,2.017218125
Plvap,,,-0.645760058,0.639155974
Pnma3,,,0.482065563,1.396742006
Ppm1j,,,-0.8780126220000001,0.54411646
Ppp1r17,,,-0.564619711,0.676133619
Ppp1r9b,,,-0.26108892300000003,0.834457847
Ppp4r4,,,-0.435564535,0.739404365
Ppp5c,,,-0.17893827399999998,0.883352845
Pqlc2,,,-0.362100176,0.778031151
Prkag2os2,,,-1.006605093,0.49771608100000003
Prkcg,,,-0.613308137,0.65369604
Prl2c3,,,-0.652078943,0.636362646
Proca1,,,-0.547391281,0.6842563009999999
Procr,,,-0.656243551,0.634528315
Prom2,,,-0.5449570260000001,0.685411819
Prss35,,,-0.518800177,0.6979520459999999
Ptbp2,,,0.18407139100000003,1.136085482
Pthlh,,,-0.609077365,0.655615849
Ptpdc1,,,0.192364218,1.142634676
Ptprr,,,-0.39702310399999996,0.759423683
Rab3d,,,-0.605274611,0.657346245
Rasal1,,,-0.737850549,0.599632071
Rasgrp1,,,-0.214230515,0.862005802
Rasl11b,,,-0.6307756720000001,0.645829089
Rbm11,,,0.420277565,1.338184988
Rcc2,,,-0.276679319,0.8254888770000001
Rdh11,,,-0.37957283399999997,0.76866515
Reep2,,,-0.416282941,0.749352823
Reep6,,,-0.865097876,0.54900916
Rflnb,,,-0.611052721,0.654718786
Rgl3,,,-0.25726409,0.8366730729999999
Rgs17,,,0.76536246,1.699796998
Rgs9,,,0.764730501,1.699052581
Rian,,,0.496179374,1.4104733180000002
Rims4,,,-0.379822237,0.76853228
Rin1,,,-0.588630651,0.664973774
Rnd3,,,0.33000553899999996,1.257018201
Rnf138,,,0.22603533899999997,1.169616314
Rnf19b,,,-0.755199015,0.592464651
Rnf2,,,0.265260066,1.2018526809999999
Rorc,,,-0.571134076,0.6730874790000001
RP23-361B11.3,,,-0.592943355,0.662988911
RP23-366E4.10,,,-0.419198195,0.747840135
Rprm,,,0.938041169,1.915925109
Rps6ka1,,,-0.24945339800000002,0.8412150709999999
Rps6ka6,,,0.390815979,1.3111347629999999
Rspo3,,,-0.36411227399999996,0.776946802
Rsrc1,,,0.24666026100000002,1.186457367
Rsrp1,,,0.40907059700000004,1.327830133
Rtbdn,,,0.532285273,1.446218236
Rtn4rl1,,,-0.278634204,0.824371078
Rwdd3,,,0.33315204,1.2597627340000002
S1pr1,,,-0.40851070700000003,0.7534007079999999
Samd1,,,-0.379598184,0.7686516440000001
Scd2,,,-0.22789933399999998,0.8538772929999999
Scd3,,,-0.536366184,0.6895054290000001
Sdc1,,,-0.636810644,0.643133149
Sdc2,,,0.24947903300000002,1.188777762
Sebox,,,-0.550970387,0.682560869
Sec14l1,,,-0.254362057,0.838357765
Sec61a1,,,-0.32596835,0.7977627409999999
Senp2,,,-0.162896394,0.893229996
Serinc2,,,-0.36162077,0.7782897329999999
Sesn2,,,-0.40132994899999996,0.7571599729999999
Sfmbt2,,,0.7155837829999999,1.642147574
Sfxn5,,,-0.365216282,0.776352479
Shc4,,,-0.37969060299999996,0.768602405
Shh,,,-0.351452875,0.783794375
Shisa8,,,-0.920722825,0.528244291
Shmt1,,,-0.59470396,0.66218032
Sirpa,,,-0.320491825,0.800796834
Skor2,,,-0.512034627,0.701232794
Slc15a2,,,0.885174925,1.846988553
Slc16a11,,,-0.643383589,0.640209687
Slc1a3,,,-0.426584794,0.7440209790000001
Slc25a22,,,-0.29078328,0.817458117
Slc25a27,,,0.241831548,1.182492922
Slc29a1,,,-0.364685586,0.776638113
Slc32a1,,,-0.266462335,0.831355634
Slc35c1,,,-0.37794939200000005,0.7695306040000001
Slc5a1,,,-0.635105759,0.643893611
Slc6a9,,,-0.304455173,0.8097479559999999
Slc9a3r1,,,-0.316863468,0.8028133609999999
Slco4a1,,,-0.34638536799999997,0.786552316
Slco4c1,,,0.654065554,1.573596391
Smarcd2,,,-0.306773446,0.808447813
Smim17,,,0.564640178,1.479018582
Snhg11,,,0.35259525399999997,1.2768554890000001
Sowaha,,,-0.349005104,0.785125341
Sowahb,,,-0.276347687,0.8256786540000001
Sox1,,,-0.391723341,0.762218568
Spag6,,,0.647140408,1.566060999
Sparcl1,,,-0.258145083,0.836162308
Spata2l,,,-0.40041377,0.757640958
Spem1,,,-0.691356717,0.61927121
Sphk1,,,-0.44376799200000006,0.735211892
Spsb1,,,-0.335836339,0.792324688
Sptbn2,,,-0.47003970799999995,0.721944727
Srsf11,,,0.267204836,1.203473885
Srsf12,,,0.410328994,1.3289888440000002
St3gal5,,,-0.26579485199999997,0.831740362
St8sia5,,,-0.38773416200000005,0.764329087
Stc2,,,-0.579241425,0.669315614
Stk3,,,0.23708961,1.178612612
Stk40,,,-0.24028045,0.846580727
Strn3,,,-0.306304529,0.808710625
Sybu,,,-0.248605043,0.84170988
Sycp1,,,-0.41218640100000004,0.751483639
Syndig1,,,-0.501403356,0.70641929
Syne4,,,-0.514293706,0.7001356120000001
Syt12,,,-0.368252596,0.7747202759999999
Syt16,,,0.864908247,1.8212238369999998
Syt7,,,-0.465846995,0.724045871
Tex261,,,-0.37550780799999994,0.770834042
Tfr2,,,0.446974954,1.3631789419999998
Them4,,,-0.335910142,0.792284157
Tlcd1,,,-0.485052647,0.714470997
Tm6sf1,,,-0.316586845,0.8029673079999999
Tmbim1,,,-0.319654964,0.801261485
Tmem109,,,-0.38031122,0.76827184
Tmem132a,,,-0.507849215,0.703270099
Tmem151b,,,-0.404817009,0.7553320929999999
Tmem200b,,,-0.941403682,0.520725989
Tmem240,,,-0.318994418,0.8016284309999999
Tmem266,,,-0.388612852,0.763863705
Tmem47,,,-0.27242246600000003,0.8279281829999999
Tmem62,,,-0.228713014,0.8533958420000001
Tollip,,,-0.174975968,0.8857822740000001
Tor4a,,,-0.561061068,0.677803472
Traf1,,,-0.604240433,0.657817625
Trib1,,,-0.6910084559999999,0.619420718
Trib2,,,-0.373187228,0.77207493
Trim62,,,-0.400112976,0.757798938
Trim7,,,0.43758544899999996,1.354335761
Trim8,,,-0.270056185,0.8292872490000001
Trim9,,,-0.613448674,0.653632365
Triobp,,,-0.569884544,0.6736706990000001
Triqk,,,0.413989059,1.332364721
Trmt13,,,0.281675085,1.2156054809999999
Tspan14,,,-0.345053454,0.7872788059999999
Tspan15,,,-0.325372953,0.7980920440000001
Tspan18,,,-0.842382002,0.557721966
Tspan9,,,-0.39130666399999997,0.7624387429999999
Tssk5,,,-0.934028146,0.52339493
Ttll11,,,-0.23072147399999998,0.8522086059999999
Ttll3,,,-0.791078472,0.577911918
Ttll5,,,-0.501298161,0.7064708009999999
Ttyh1,,,-0.259012986,0.835659437
Tubb2b,,,-0.450292281,0.731894556
Tyro3,,,-0.33327417800000003,0.7937330709999999
Ubash3b,,,-0.485317405,0.714339892
Ubtd1,,,-0.34695803799999997,0.78624016
Usp11,,,0.382127255,1.3032621009999998
Vmn2r2,,,0.558231803,1.47246343
Vps37b,,,-0.261113676,0.8344435290000001
Vps37c,,,-0.199942783,0.87058509
Vwa5b2,,,0.5901923729999999,1.505447475
Wars,,,-0.20184182399999998,0.8694398790000001
Wfs1,,,-0.279860619,0.823670589
Wif1,,,-0.548621599,0.683673022
Wnt3,,,-0.518239339,0.698223423
Wnt7a,,,-0.391343946,0.76241904
Wsb2,,,-0.35187042700000004,0.783567558
Wscd2,,,-0.506028643,0.704158133
Xaf1,,,0.453295059,1.369163805
Ybx2,,,-0.5065104770000001,0.703922996
Zbtb40,,,-0.302949814,0.810593317
Zbtb46,,,-0.37899645299999996,0.768972306
Zbtb7b,,,-0.357325202,0.780610513
Zc2hc1a,,,0.22069990899999997,1.165298782
Zc3h7a,,,0.18885620600000003,1.1398596570000001
Zdhhc14,,,-0.699506979,0.615782606
Zdhhc18,,,-0.246498305,0.842939909
Zfp184,,,0.510162631,1.4242107330000002
Zfp346,,,-0.22931829,0.853037878
Zfp385a,,,-0.2266893,0.854593767
Zfp385c,,,-0.720441103,0.606911851
Zfp467,,,-0.590926708,0.663916307
Zfp811,,,0.30489704100000004,1.235330474
Zfp92,,,0.854069438,1.807592452
Zfp945,,,0.332439458,1.259140661
Zfpm1,,,-0.526609656,0.694184157
Zic2,,,-0.24733841399999998,0.842449192
